8b28e157074b640406d2f0d217e36fb59fc8bb12,Felix Yan,2017-07-01,Fix a typo: verison -> version
687d0e80f377c252451a4067acbcdc2e1db88a00,Tal Einat,2017-06-28,setup.py: fix condition for build_ext exception types
cae6d7b381bc07ed6aad97a52a41713ee29c6a37,Bob Ippolito,2017-06-19,Merge pull request #176 from simplejson/fix-173
fe3ab46207309c703ef011945ac08bbbeb4cc72c,Bob Ippolito,2017-06-19,v3.11.1
59e9bbf023cff1684786d7fb0ae3d0501f96ecb6,Bob Ippolito,2017-06-19,Fix #173 with item_sort_key and add auto-discovery to test suite
52550b07f2e39d53d55ec13aedc5421959168ecd,Bob Ippolito,2017-06-18,v3.11.0
b166c2b593d32b3d5a0866554aded44bf21f6297,Bob Ippolito,2017-06-12,Merge pull request #172 from jcerjak/docstring-fix-for-use_decimal
8edc82afcf6f7512b05fba32baa536fe756bd273,Jure Cerjak,2017-06-12,docstring fix in JSONEncoder: use_decimal defaults to True
de28cced9a9a5ff1a7a93eb52bd2a52a01d0476a,Bob Ippolito,2017-06-08,Merge pull request #170 from simplejson/strict-to-bool
6e722ab1547c812d81e30e179c102fe70f63ba6b,Bob Ippolito,2017-06-08,Merge pull request #171 from simplejson/unencodable-encoder-encoding
9cef9f5951eabaf010fc0b8d08b2d6e0c7dcf526,Serhiy Storchaka,2017-05-21,Fix a crash wish unencodable encoding in the encoder.
b59c349235178046664b248c850c3eb589430c92,Serhiy Storchaka,2017-05-21,Call PyObject_IsTrue() only once for the strict argument of scanner.
e84076f2cac4dd3cc98ed947316928cb5ba7c9b2,Serhiy Storchaka,2017-05-21,Make test_speedups compatible with Python 2.5 and 2.6.
8f9157e6d0649333f549afaed0d79aecfe133aeb,Serhiy Storchaka,2017-05-21,Make test_speedups compatible with Python 2.5.
c6ceb19322a64f8fd7158343861478c0538deabd,Serhiy Storchaka,2017-05-21,Added missed ";" in Python 2 only code.
3cfafa4865d6a97f7f92d04c9434a04fe82c5df0,Bob Ippolito,2017-05-20,Merge pull request #162 from chrisgavin/unused-imports
02168b6319a508558129ece2354906d0cd6b170b,Bob Ippolito,2017-05-20,Merge pull request #168 from simplejson/no-py2.4
31e85c0cb7eae5d6e161a6f10ed56578b4b4ae9e,Bob Ippolito,2017-05-20,Merge pull request #169 from simplejson/check-is-true
1faea8515e92c27c91c6bc2e6ab06c120b4fe950,Serhiy Storchaka,2017-05-20,Merge branch 'master' into check-is-true
881ae6dafa73b2fe526182ecc426861899fcdb97,Bob Ippolito,2017-05-18,Merge pull request #166 from simplejson/remove-init-methods
aaa16a53f721027695ffe68d361d58871a224c08,Serhiy Storchaka,2017-05-12,Fix argument checking errors in _speedups.c.
881c62b215822fa3dcd79c78e72b761c34032274,Serhiy Storchaka,2017-05-08,Don't set tp_new to PyType_GenericNew.
09e6e009878587ce7d65651dc35cf1f276f5dbd9,Serhiy Storchaka,2017-05-08,Fix a typo in the doc for loads (#161).
b715bfee8f04d7b46fba62ec9d9ab95fe1a61ffd,Serhiy Storchaka,2017-05-08,Remofe remnants of Python 2.4 support.
60b293d3449491264a83c7ed9d5f4a0aba4db989,Serhiy Storchaka,2017-05-07,Remove the `__init__` methods in extension classes.
f3d815124841e3ece1b234b16c65370efe45ff3f,Chris Gavin,2017-04-24,Remove unused imports.
f1a06fc7598f324acee332b02b6ecc43773b7b5d,Bob Ippolito,2017-01-17,Merge pull request #153 from hugovk/patch-1
b5408dff2bd72252137886dc4bb81cd1f0b170b6,Hugo,2017-01-17,Update Python versions
1f95547b6dd2348189e66ed0e0c1a20899360351,Bob Ippolito,2017-01-16,Merge pull request #152 from hugovk/patch-1
